time,temperature_2m (°C),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),relative_humidity_2m (%),cloud_cover (%),wind_speed_10m (km/h)
10/2/2020 17:00,28.6,121,36,85,129.7,125.7,85,80,3.4
10/2/2020 18:00,29,21,5,16,47.2,22.4,82,80,1.8
10/2/2020 18:59,28.6,0,0,0,0,0,84,77,1.4
10/2/2020 20:00,27,0,0,0,0,0,93,58,4.3
10/2/2020 21:00,26.8,0,0,0,0,0,95,69,4.1
10/2/2020 21:59,26.7,0,0,0,0,0,95,79,5
10/2/2020 23:00,26.4,0,0,0,0,0,96,71,4.6
10/3/2020,26.2,0,0,0,0,0,97,86,4.5
10/3/2020 0:59,26.1,0,0,0,0,0,97,96,5
10/3/2020 2:00,26,0,0,0,0,0,97,96,6.1
10/3/2020 3:00,25.9,0,0,0,0,0,94,98,5.6
10/3/2020 3:59,25.7,0,0,0,0,0,97,97,4.8
10/3/2020 5:00,25.6,0,0,0,0,0,98,97,6.5
10/3/2020 6:00,25.7,0,0,0,0,0,98,97,7.1
10/3/2020 6:59,27,65,23,42,153,70.8,92,92,10.7
10/3/2020 8:00,28.1,222,125,97,346.3,242.7,87,26,8.4
10/3/2020 9:00,29.2,371,241,130,430.5,405.5,81,27,9.4
10/3/2020 9:59,30.4,588,439,149,610.9,648.6,74,82,8.9
10/3/2020 11:00,31.2,648,470,178,568.8,709.9,72,52,7.4
10/3/2020 12:00,31.7,708,520,188,593.8,776.1,71,100,4.8
10/3/2020 12:59,32.1,642,361,281,418.1,684.2,68,100,4.7
10/3/2020 14:00,31.3,465,215,250,272.1,487.9,71,67,7.9
10/3/2020 15:00,31,441,286,155,432.6,479.8,73,65,1.5
10/3/2020 15:59,29.5,279,140,139,288.7,298.3,77,85,3.3
10/3/2020 17:00,28.8,107,39,68,142.5,113.4,82,81,2.1
10/3/2020 18:00,28.4,19,4,15,38.5,20.2,89,77,3.9
10/3/2020 18:59,27.8,0,0,0,0,0,92,87,3.8
10/3/2020 20:00,27.5,0,0,0,0,0,93,94,4.5
10/3/2020 21:00,27.3,0,0,0,0,0,94,96,5.1
10/3/2020 21:59,26.9,0,0,0,0,0,96,95,4.3
10/3/2020 23:00,26.6,0,0,0,0,0,97,95,5.4
10/4/2020,27.1,0,0,0,0,0,94,95,1.8
10/4/2020 0:59,26.3,0,0,0,0,0,97,96,1.5
10/4/2020 2:00,26.1,0,0,0,0,0,97,95,2.9
10/4/2020 3:00,25.7,0,0,0,0,0,97,93,5
10/4/2020 3:59,25.4,0,0,0,0,0,96,100,5.9
10/4/2020 5:00,24.9,0,0,0,0,0,97,100,7.4
10/4/2020 6:00,25.8,0,0,0,0,0,99,91,4.4
10/4/2020 6:59,26.9,52,18,34,120.5,56.9,94,72,5.1
10/4/2020 8:00,28.3,193,99,94,275.7,209.7,89,41,6.6
10/4/2020 9:00,29.6,386,248,138,444.7,422.7,86,93,7.6
10/4/2020 9:59,30.6,540,353,187,492.9,587.9,82,97,7.7
10/4/2020 11:00,31.6,686,473,213,574.4,748.9,78,89,7.9
10/4/2020 12:00,31.8,657,369,288,422.9,701.2,77,84,8.4
10/4/2020 12:59,31.4,634,321,313,373.3,670.5,76,43,9.5
10/4/2020 14:00,31.4,525,305,220,387.8,563.3,76,56,9.4
10/4/2020 15:00,31.6,427,279,148,424.5,466.3,72,68,9.4
10/4/2020 15:59,30.8,302,193,109,401.3,332.8,74,77,9.4
10/4/2020 17:00,29.1,132,58,74,215.1,143.2,83,91,3.3
10/4/2020 18:00,29,14,2,12,19.6,14.5,81,93,5.9
10/4/2020 18:59,28.4,0,0,0,0,0,85,73,4.5
10/4/2020 20:00,27.9,0,0,0,0,0,90,79,4.5
10/4/2020 21:00,27.3,0,0,0,0,0,93,94,5.6
10/4/2020 21:59,27.1,0,0,0,0,0,94,97,5.6
10/4/2020 23:00,27.4,0,0,0,0,0,92,97,4.4
10/5/2020,26.6,0,0,0,0,0,95,96,2.3
10/5/2020 0:59,26.4,0,0,0,0,0,93,98,4.8
10/5/2020 2:00,26.1,0,0,0,0,0,96,98,7
10/5/2020 3:00,25.9,0,0,0,0,0,97,98,4.8
10/5/2020 3:59,25.7,0,0,0,0,0,98,95,4.3
10/5/2020 5:00,25.5,0,0,0,0,0,97,98,5.2
10/5/2020 6:00,26.3,0,0,0,0,0,96,95,3.8
10/5/2020 6:59,27.4,60,23,37,154.9,66.9,94,74,7.6
10/5/2020 8:00,28.4,224,128,96,358.3,247.6,89,71,9.4
10/5/2020 9:00,29.6,407,262,145,471.6,447.3,85,73,9.4
10/5/2020 9:59,30.2,486,280,206,392.3,523.2,84,85,11.4
10/5/2020 11:00,30.2,449,216,233,263.2,473.8,84,82,10
10/5/2020 12:00,30.4,498,231,267,265.7,523.5,82,59,9.5
10/5/2020 12:59,29.7,483,235,248,274.4,509.9,76,64,15.6
10/5/2020 14:00,29.9,423,236,187,301.5,453,79,62,10.2
10/5/2020 15:00,29,353,176,177,269.4,375.8,83,82,9.2
10/5/2020 15:59,29.1,221,92,129,192.9,233.6,83,91,8.5
10/5/2020 17:00,27.9,80,18,62,67.8,82.4,87,99,10.1
10/5/2020 18:00,28.2,11,2,9,20,11.7,86,99,7.4
10/5/2020 18:59,27.8,0,0,0,0,0,87,49,6.8
10/5/2020 20:00,27.4,0,0,0,0,0,89,67,7.2
10/5/2020 21:00,27,0,0,0,0,0,91,95,7.3
10/5/2020 21:59,26.8,0,0,0,0,0,92,100,8.3
10/5/2020 23:00,26.7,0,0,0,0,0,93,40,7.2
10/6/2020,26.4,0,0,0,0,0,95,57,7.5
10/6/2020 0:59,26.1,0,0,0,0,0,97,71,6.7
10/6/2020 2:00,25.9,0,0,0,0,0,91,88,5.4
10/6/2020 3:00,25.8,0,0,0,0,0,91,93,5.5
10/6/2020 3:59,25.7,0,0,0,0,0,93,97,4.8
10/6/2020 5:00,25.7,0,0,0,0,0,94,96,5.4
10/6/2020 6:00,26,0,0,0,0,0,96,98,7
10/6/2020 6:59,26.6,30,4,26,27.1,30.6,94,99,8.9
10/6/2020 8:00,27.2,116,32,84,90.1,120.1,91,97,10
10/6/2020 9:00,28,271,109,162,197,284.9,88,81,12.1
10/6/2020 9:59,28.8,413,194,219,272.8,437,84,88,11.9
10/6/2020 11:00,29.8,600,355,245,434.1,646.9,83,86,11.1
10/6/2020 12:00,30.3,567,293,274,338.2,602.7,81,87,11.2
10/6/2020 12:59,30.4,580,297,283,348.2,616.2,76,97,9.9
10/6/2020 14:00,29.2,494,215,279,276,518.5,80,88,9.7
10/6/2020 15:00,28.7,242,61,181,93.9,246.1,83,100,6.1
10/6/2020 15:59,28.4,173,36,137,76.1,175.2,84,100,8.9
10/6/2020 17:00,28.1,109,19,90,72.6,110.9,86,98,8.4
10/6/2020 18:00,28,12,1,11,10.2,12.2,85,97,5.8
10/6/2020 18:59,27.6,0,0,0,0,0,90,86,5.1
10/6/2020 20:00,27.3,0,0,0,0,0,90,82,7.6
10/6/2020 21:00,26.8,0,0,0,0,0,92,82,7.4
10/6/2020 21:59,26.6,0,0,0,0,0,93,89,7.7
10/6/2020 23:00,26.2,0,0,0,0,0,95,90,6.7
10/7/2020,26,0,0,0,0,0,97,87,6.9
10/7/2020 0:59,25.9,0,0,0,0,0,97,84,7.7
10/7/2020 2:00,25.7,0,0,0,0,0,96,95,6.4
10/7/2020 3:00,25.5,0,0,0,0,0,97,94,6
10/7/2020 3:59,25.2,0,0,0,0,0,97,95,4.9
10/7/2020 5:00,25.3,0,0,0,0,0,96,99,5.9
10/7/2020 6:00,25.6,0,0,0,0,0,96,95,5
10/7/2020 6:59,26.2,32,4,28,27.3,32.6,94,99,6.3
10/7/2020 8:00,27.2,175,44,131,124.5,180.5,91,98,8.4
10/7/2020 9:00,28.2,288,120,168,217.7,304.3,88,96,8.9
10/7/2020 9:59,29.6,485,261,224,368.3,520.9,84,98,6
10/7/2020 11:00,30.2,499,215,284,263.8,523.6,82,98,4.7
10/7/2020 12:00,31,493,214,279,248,517.1,74,97,4
10/7/2020 12:59,29.7,403,150,253,176.6,418,78,91,9.3
10/7/2020 14:00,29.4,446,181,265,233.5,466.3,81,100,5.4
10/7/2020 15:00,29.2,260,73,187,113.1,266.2,80,98,4.7
10/7/2020 15:59,28.6,218,72,146,153.6,227.4,81,96,2.1
10/7/2020 17:00,28.4,101,23,78,89.3,104.7,84,97,2.2
10/7/2020 18:00,26.5,15,2,13,20.9,15.7,95,98,2.1
10/7/2020 18:59,26.1,0,0,0,0,0,96,97,3.1
10/7/2020 20:00,25.9,0,0,0,0,0,96,97,4
10/7/2020 21:00,25.8,0,0,0,0,0,96,95,4.3
10/7/2020 21:59,25.7,0,0,0,0,0,96,97,4.5
10/7/2020 23:00,25.6,0,0,0,0,0,96,97,4.6
10/8/2020,25.5,0,0,0,0,0,97,96,4.1
10/8/2020 0:59,25.5,0,0,0,0,0,97,93,3.7
10/8/2020 2:00,25.2,0,0,0,0,0,98,85,4.7
10/8/2020 3:00,25.4,0,0,0,0,0,98,65,4
10/8/2020 3:59,25.3,0,0,0,0,0,99,68,4
10/8/2020 5:00,24.8,0,0,0,0,0,99,91,5.2
10/8/2020 6:00,25.7,0,0,0,0,0,98,93,4.7
10/8/2020 6:59,26.8,59,23,36,157.8,67.5,94,45,5.4
10/8/2020 8:00,28.3,245,156,89,443.9,279,87,70,5.2
10/8/2020 9:00,29.7,438,316,122,575.7,493.9,78,76,5.8
10/8/2020 9:59,30.6,525,356,169,504.3,580.3,73,39,4.2
10/8/2020 11:00,31.1,639,465,174,572.6,709.1,73,44,1.8
10/8/2020 12:00,31.5,657,476,181,553.6,727.5,72,45,4
10/8/2020 12:59,31.6,649,417,232,492.9,708.6,72,52,2.7
10/8/2020 14:00,31.9,582,424,158,549.6,647.3,67,45,1.5
10/8/2020 15:00,31.8,452,300,152,467.6,500.5,66,48,1.6
10/8/2020 15:59,30.8,286,166,120,357.1,316.3,73,67,8.6
10/8/2020 17:00,29.6,130,62,68,244.5,145.8,82,73,7.3
10/8/2020 18:00,28.7,14,4,10,42.7,16.1,87,78,4.5
10/8/2020 18:59,28.3,0,0,0,0,0,89,28,3.3
10/8/2020 20:00,27.6,0,0,0,0,0,93,7,3.3
10/8/2020 21:00,27.3,0,0,0,0,0,93,9,1.9
10/8/2020 21:59,26.9,0,0,0,0,0,94,21,1.8
10/8/2020 23:00,26.8,0,0,0,0,0,94,45,2.4
10/9/2020,26.6,0,0,0,0,0,96,75,3.1
10/9/2020 0:59,26.4,0,0,0,0,0,96,87,3.4
10/9/2020 2:00,26.4,0,0,0,0,0,96,88,4.1
10/9/2020 3:00,26.3,0,0,0,0,0,95,85,4.2
10/9/2020 3:59,26.1,0,0,0,0,0,96,12,4.6
10/9/2020 5:00,25.9,0,0,0,0,0,96,16,4.6
10/9/2020 6:00,26.2,0,0,0,0,0,97,35,4.6
10/9/2020 6:59,28.1,63,30,33,207.2,75.2,89,40,5
10/9/2020 8:00,29.8,249,165,84,472.2,286.8,81,40,5.4
10/9/2020 9:00,31,453,343,110,627.5,516.4,74,52,6.8
10/9/2020 9:59,31.7,581,446,135,634.1,654.9,71,13,6.5
10/9/2020 11:00,32.4,700,549,151,678.6,786.8,67,16,6.3
10/9/2020 12:00,32.8,735,581,154,678.4,825.5,65,20,6
10/9/2020 12:59,33,698,549,149,651.7,783.9,64,16,6
10/9/2020 14:00,33,613,471,142,613.5,688.7,64,16,5.8
10/9/2020 15:00,32.9,492,372,120,583.4,556.4,64,12,5.2
10/9/2020 15:59,32.5,315,225,90,488.2,360.2,66,10,4
10/9/2020 17:00,32.1,138,82,56,328.6,161.3,69,9,3.6
10/9/2020 18:00,29.5,16,5,11,54.5,18.9,86,8,6.2
10/9/2020 18:59,29.3,0,0,0,0,0,83,3,5.2
10/9/2020 20:00,28.6,0,0,0,0,0,87,1,5.2
10/9/2020 21:00,28.1,0,0,0,0,0,90,1,5.7
10/9/2020 21:59,27.8,0,0,0,0,0,91,1,4.5
10/9/2020 23:00,27.5,0,0,0,0,0,92,1,4.9
10/10/2020,27.3,0,0,0,0,0,93,0,4.8
10/10/2020 0:59,27.1,0,0,0,0,0,94,0,5.2
10/10/2020 2:00,26.8,0,0,0,0,0,94,0,4.8
10/10/2020 3:00,26.6,0,0,0,0,0,95,1,4.7
10/10/2020 3:59,26.4,0,0,0,0,0,96,1,4.7
10/10/2020 5:00,26.2,0,0,0,0,0,96,2,4.3
10/10/2020 6:00,26.3,0,0,0,0,0,96,1,4.4
10/10/2020 6:59,28.1,65,33,32,229.4,79.4,90,0,4.6
10/10/2020 8:00,29.8,249,169,80,486.4,289.5,82,0,4.5
10/10/2020 9:00,31.1,450,344,106,632,515.7,75,0,4.4
10/10/2020 9:59,32,618,495,123,706.4,703.2,70,5,2.2
10/10/2020 11:00,32.7,714,578,136,717.1,808.4,66,13,1.1
10/10/2020 12:00,33.2,748,583,165,683.3,840.6,64,6,1
10/10/2020 12:59,33.5,686,501,185,597.3,764.6,62,10,1.6
10/10/2020 14:00,33.4,558,387,171,506.6,619.9,62,11,1.3
10/10/2020 15:00,33.3,449,324,125,511.3,506,62,14,1.5
10/10/2020 15:59,33,291,195,96,426.8,331,63,18,3.2
10/10/2020 17:00,32.4,135,77,58,313.5,157.9,69,25,3.6
10/10/2020 18:00,30.9,13,4,9,44.6,15.5,76,62,3.4
10/10/2020 18:59,30.9,0,0,0,0,0,75,56,1.1
10/10/2020 20:00,29.7,0,0,0,0,0,83,17,3.1
10/10/2020 21:00,28.7,0,0,0,0,0,89,18,5.7
10/10/2020 21:59,28.6,0,0,0,0,0,87,15,4.9
10/10/2020 23:00,28.3,0,0,0,0,0,89,13,4.6
10/11/2020,27.6,0,0,0,0,0,92,20,5.9
10/11/2020 0:59,27.4,0,0,0,0,0,91,39,5.4
10/11/2020 2:00,26.8,0,0,0,0,0,95,38,5.2
10/11/2020 3:00,26.6,0,0,0,0,0,96,35,5.5
10/11/2020 3:59,26.5,0,0,0,0,0,96,37,5.6
10/11/2020 5:00,26.4,0,0,0,0,0,97,60,4.4
10/11/2020 6:00,27,0,0,0,0,0,95,64,3
10/11/2020 6:59,28.2,54,25,29,175,65.3,89,56,3.1
10/11/2020 8:00,29.5,229,146,83,422.7,264.9,82,92,3.4
10/11/2020 9:00,30.6,410,303,107,559.1,469.2,76,48,4
10/11/2020 9:59,31.6,564,429,135,614.6,638.8,70,31,4.3
10/11/2020 11:00,32.1,608,442,166,550.4,679.8,67,29,3.9
10/11/2020 12:00,32.4,664,505,159,594.3,745.5,66,27,2.5
10/11/2020 12:59,32.7,655,500,155,598.7,736.3,65,34,1.4
10/11/2020 14:00,32.8,566,426,140,560.5,637.6,66,63,1.5
10/11/2020 15:00,32.6,433,311,122,493.9,489.3,66,15,1.5
10/11/2020 15:59,32.2,294,184,110,406.3,332.4,68,15,4.5
10/11/2020 17:00,30.8,127,70,57,289.6,148.8,77,24,7.1
10/11/2020 18:00,29.5,13,4,9,45.6,15.7,86,18,4.7
10/11/2020 18:59,29.5,0,0,0,0,0,84,24,4.3
10/11/2020 20:00,29,0,0,0,0,0,87,20,5.7
10/11/2020 21:00,28.4,0,0,0,0,0,89,18,5.4
10/11/2020 21:59,27.8,0,0,0,0,0,91,13,4.4
10/11/2020 23:00,27.4,0,0,0,0,0,93,7,3.9
10/12/2020,27.1,0,0,0,0,0,94,8,4
10/12/2020 0:59,26.9,0,0,0,0,0,95,7,4
10/12/2020 2:00,26.7,0,0,0,0,0,96,8,3.8
10/12/2020 3:00,26.4,0,0,0,0,0,97,12,3.5
10/12/2020 3:59,26.1,0,0,0,0,0,98,8,5.1
10/12/2020 5:00,26.1,0,0,0,0,0,97,9,4.2
10/12/2020 6:00,26.8,0,0,0,0,0,97,8,3.6
10/12/2020 6:59,28,60,30,30,211.5,74.4,92,10,4.3
10/12/2020 8:00,29.4,235,155,80,451.5,274.9,84,8,3.9
10/12/2020 9:00,30.7,437,330,107,611.7,503.8,77,6,5.5
10/12/2020 9:59,31.6,601,478,123,687.5,687.4,74,16,6.8
10/12/2020 11:00,32,675,523,152,653.8,763.5,75,63,5.4
10/12/2020 12:00,32.2,636,419,217,495,702.2,73,23,3.3
10/12/2020 12:59,32.4,650,484,166,582.1,730,67,27,4.4
10/12/2020 14:00,32.8,600,455,145,601.6,678.6,63,32,2.3
10/12/2020 15:00,32.7,431,287,144,458.6,483.4,61,42,1.1
10/12/2020 15:59,32.5,307,206,101,458.9,352.4,62,70,0.8
10/12/2020 17:00,31.7,122,68,54,286,144.3,69,86,4
10/12/2020 18:00,29.3,11,3,8,35,13.1,86,84,5.2
10/12/2020 18:59,28.9,0,0,0,0,0,88,35,5.1
10/12/2020 20:00,28.5,0,0,0,0,0,88,31,4.4
10/12/2020 21:00,29.1,0,0,0,0,0,83,14,2.2
10/12/2020 21:59,29.1,0,0,0,0,0,82,8,1.3
10/12/2020 23:00,27.9,0,0,0,0,0,89,7,2.1
10/13/2020,27.3,0,0,0,0,0,92,6,3.3
10/13/2020 0:59,26.9,0,0,0,0,0,95,14,4
10/13/2020 2:00,26.5,0,0,0,0,0,96,54,5.4
10/13/2020 3:00,26.3,0,0,0,0,0,96,50,4.6
10/13/2020 3:59,26.3,0,0,0,0,0,96,42,3.8
10/13/2020 5:00,26.1,0,0,0,0,0,96,60,4.2
10/13/2020 6:00,26.4,0,0,0,0,0,97,49,3.8
10/13/2020 6:59,28.2,61,32,29,227.2,77.3,90,64,4.8
10/13/2020 8:00,30.1,244,165,79,483.6,288.2,81,41,4.4
10/13/2020 9:00,31.4,447,341,106,634.9,518.1,73,48,6
10/13/2020 9:59,32.1,587,463,124,668.6,672.6,69,18,5.8
10/13/2020 11:00,32.6,649,506,143,635,736.8,68,24,4.8
10/13/2020 12:00,32.9,677,535,142,634.6,768.2,68,17,2.6
10/13/2020 12:59,33.2,644,489,155,590.7,727.1,65,32,1
10/13/2020 14:00,33.1,539,406,133,539.6,610.7,64,26,2.3
10/13/2020 15:00,32.9,411,291,120,467.9,466.5,64,30,2.6
10/13/2020 15:59,32.5,261,175,86,393.2,300.9,66,32,2.6
10/13/2020 17:00,31.3,115,66,49,282.1,137.8,85,31,1.5
10/13/2020 18:00,31.2,11,3,8,35.8,13.3,73,25,1.8
10/13/2020 18:59,30.4,0,0,0,0,0,79,17,3.4
10/13/2020 20:00,30.7,0,0,0,0,0,77,17,3
10/13/2020 21:00,29.6,0,0,0,0,0,83,19,3.6
10/13/2020 21:59,29.1,0,0,0,0,0,85,17,3.3
10/13/2020 23:00,28.9,0,0,0,0,0,84,32,5.9
10/14/2020,28.4,0,0,0,0,0,86,31,5.4
10/14/2020 0:59,27.7,0,0,0,0,0,90,26,4.3
10/14/2020 2:00,27.4,0,0,0,0,0,92,55,6.1
10/14/2020 3:00,27.1,0,0,0,0,0,96,63,4.2
10/14/2020 3:59,26.5,0,0,0,0,0,97,69,3.8
10/14/2020 5:00,26.1,0,0,0,0,0,98,80,4.4
10/14/2020 6:00,26.5,0,0,0,0,0,96,95,3.8
10/14/2020 6:59,27.8,60,30,30,214.6,75.9,91,25,4.3
10/14/2020 8:00,29.3,237,159,78,469,281.1,84,32,4.3
10/14/2020 9:00,30.6,417,316,101,591.1,484.7,76,57,4.2
10/14/2020 9:59,31.6,596,475,121,688.7,686.2,71,9,4.7
10/14/2020 11:00,32.2,689,530,159,667.7,782.7,72,17,4.4
10/14/2020 12:00,32.5,658,413,245,491.9,725.3,72,63,3.1
10/14/2020 12:59,32.7,672,444,228,538.7,746.2,71,55,3.6
10/14/2020 14:00,32.4,520,322,198,430.1,575.1,67,56,4.7
10/14/2020 15:00,32.3,379,240,139,388.4,424.7,67,61,1.8
10/14/2020 15:59,31.3,229,124,105,281.1,256.7,72,67,2.1
10/14/2020 17:00,30.6,107,61,46,265,129.1,78,52,2.2
10/14/2020 18:00,29.9,9,3,6,36.6,11.5,79,39,1.5
10/14/2020 18:59,28.7,0,0,0,0,0,90,32,3.6
10/14/2020 20:00,28.1,0,0,0,0,0,94,27,4
10/14/2020 21:00,27.6,0,0,0,0,0,96,65,3.9
10/14/2020 21:59,27.4,0,0,0,0,0,97,77,3.7
10/14/2020 23:00,27,0,0,0,0,0,98,28,4.4
10/15/2020,26.9,0,0,0,0,0,98,12,3.5
10/15/2020 0:59,26.7,0,0,0,0,0,97,12,4.2
10/15/2020 2:00,26.4,0,0,0,0,0,98,41,2.8
10/15/2020 3:00,26.4,0,0,0,0,0,98,47,2.6
10/15/2020 3:59,26.7,0,0,0,0,0,95,17,1.8
10/15/2020 5:00,27.2,0,0,0,0,0,93,12,1.3
10/15/2020 6:00,26.1,0,0,0,0,0,95,12,4.2
10/15/2020 6:59,27.5,55,27,28,194.6,69.9,88,12,4.7
10/15/2020 8:00,29.2,221,144,77,427.5,262.1,79,12,4.3
10/15/2020 9:00,30.3,408,300,108,563.8,473.6,74,13,4.8
10/15/2020 9:59,31.3,570,442,128,643.5,655.4,70,25,4.4
10/15/2020 11:00,31.7,595,445,150,562.9,674.9,70,24,3.8
10/15/2020 12:00,32.2,660,503,157,601.5,748.7,70,22,1.1
10/15/2020 12:59,32.4,628,455,173,554.5,707.8,70,16,2
10/15/2020 14:00,32.4,565,403,162,541,638.6,67,20,3.1
10/15/2020 15:00,32.2,411,261,150,425,462.1,67,17,3.3
10/15/2020 15:59,32,282,191,91,436.8,328.6,68,13,3.4
10/15/2020 17:00,31.1,127,72,55,318,154.3,76,13,3.4
10/15/2020 18:00,30.1,10,3,7,37.4,12.6,80,13,4.5
10/15/2020 18:59,30.3,0,0,0,0,0,78,13,3.3
10/15/2020 20:00,29,0,0,0,0,0,86,12,5.4
10/15/2020 21:00,28.6,0,0,0,0,0,88,11,5.1
10/15/2020 21:59,28.4,0,0,0,0,0,88,6,4.9
10/15/2020 23:00,28,0,0,0,0,0,89,9,4.5
10/16/2020,27.5,0,0,0,0,0,90,7,4.4
10/16/2020 0:59,27.2,0,0,0,0,0,92,6,5.4
10/16/2020 2:00,27.2,0,0,0,0,0,91,18,4.7
10/16/2020 3:00,26.8,0,0,0,0,0,94,22,4.4
10/16/2020 3:59,26.7,0,0,0,0,0,94,30,4.2
10/16/2020 5:00,26.6,0,0,0,0,0,95,21,4.6
10/16/2020 6:00,26.3,0,0,0,0,0,96,12,5.4
10/16/2020 6:59,28,51,25,26,181.6,65.4,89,15,3.8
10/16/2020 8:00,29.5,217,140,77,418.4,258.3,83,23,4.3
10/16/2020 9:00,30.8,418,313,105,591.1,488.6,75,23,5.4
10/16/2020 9:59,31.9,579,457,122,668.2,669.8,68,11,6.4
10/16/2020 11:00,32.6,672,544,128,690.9,773.7,64,10,6
10/16/2020 12:00,33,730,595,135,714.5,838.9,62,11,5.2
10/16/2020 12:59,33.2,691,546,145,668.3,791,61,11,4.7
10/16/2020 14:00,33.4,616,484,132,653.1,708.6,59,9,5.4
10/16/2020 15:00,33.2,499,388,111,635.8,580.9,58,17,6.9
10/16/2020 15:59,32.7,321,230,91,530.6,379.6,61,9,7.2
10/16/2020 17:00,31.3,138,83,55,372.6,171.3,73,2,4
10/16/2020 18:00,29.5,11,3,8,38.3,13.8,80,0,6.5
10/16/2020 18:59,29.1,0,0,0,0,0,82,6,5.4
10/16/2020 20:00,28.2,0,0,0,0,0,86,0,5.9
10/16/2020 21:00,27.7,0,0,0,0,0,88,0,5.8
10/16/2020 21:59,27.2,0,0,0,0,0,89,0,5.8
10/16/2020 23:00,26.7,0,0,0,0,0,91,0,6.4
10/17/2020,26.5,0,0,0,0,0,91,0,5.6
10/17/2020 0:59,26.5,0,0,0,0,0,89,0,6.4
10/17/2020 2:00,26.3,0,0,0,0,0,85,0,7.3
10/17/2020 3:00,25.9,0,0,0,0,0,85,0,7.2
10/17/2020 3:59,25.5,0,0,0,0,0,86,0,7.3
10/17/2020 5:00,25.2,0,0,0,0,0,87,0,6.9
10/17/2020 6:00,24.5,0,0,0,0,0,93,0,5.3
10/17/2020 6:59,26.6,60,31,29,227,78.7,85,0,5.2
10/17/2020 8:00,28.7,245,170,75,511.5,297.4,79,0,5
10/17/2020 9:00,30.5,449,349,100,662.3,530.4,73,0,5.5
10/17/2020 9:59,31.9,621,508,113,745.9,725,66,0,6
10/17/2020 11:00,32.8,741,620,121,790.6,860.2,61,0,5.6
10/17/2020 12:00,33.3,794,670,124,807.9,920,59,0,5.2
10/17/2020 12:59,33.7,770,636,134,782,890.1,57,1,5.5
10/17/2020 14:00,33.8,687,567,120,769,799.1,55,9,5.8
10/17/2020 15:00,33.7,538,429,109,707.3,631.3,55,38,6
10/17/2020 15:59,33.2,350,262,88,609.6,419.3,58,50,4.9
10/17/2020 17:00,32.2,142,86,56,392.4,178,65,64,2.8
10/17/2020 18:00,29.7,10,3,7,39.2,13,78,23,5.7
10/17/2020 18:59,28.8,0,0,0,0,0,83,0,6.1
10/17/2020 20:00,28.3,0,0,0,0,0,84,0,5.9
10/17/2020 21:00,29.2,0,0,0,0,0,76,0,4.7
10/17/2020 21:59,28.2,0,0,0,0,0,80,0,4.4
10/17/2020 23:00,26.6,0,0,0,0,0,88,0,6.6
10/18/2020,26.5,0,0,0,0,0,89,0,5.2
10/18/2020 0:59,26.4,0,0,0,0,0,90,0,6.9
10/18/2020 2:00,26.3,0,0,0,0,0,91,0,7.2
10/18/2020 3:00,26,0,0,0,0,0,92,0,6.5
10/18/2020 3:59,25.7,0,0,0,0,0,93,0,5.8
10/18/2020 5:00,25.4,0,0,0,0,0,93,0,5.1
10/18/2020 6:00,25.2,0,0,0,0,0,96,33,4.1
10/18/2020 6:59,26.8,57,29,28,214.1,75.2,90,0,6.4
10/18/2020 8:00,28.7,240,164,76,496.8,292.1,84,0,5
10/18/2020 9:00,30.5,443,343,100,654.1,525,76,5,4.8
10/18/2020 9:59,31.7,590,471,119,694.5,688.1,66,22,2.9
10/18/2020 11:00,32.3,632,475,157,608.2,723,62,25,1.8
10/18/2020 12:00,32.8,691,535,156,647.8,791.6,59,24,0.5
10/18/2020 12:59,32.9,645,486,159,600.2,736.7,58,29,0.8
10/18/2020 14:00,32.8,539,399,140,543.9,617.7,57,38,0.8
10/18/2020 15:00,32.2,399,265,134,439.6,455.8,60,39,4.1
10/18/2020 15:59,31.5,265,176,89,413,311.9,65,34,6.3
10/18/2020 17:00,30.5,109,60,49,278.2,134.9,73,28,8.2
10/18/2020 18:00,28.8,8,2,6,26.8,10,82,15,9.1
10/18/2020 18:59,28.4,0,0,0,0,0,84,17,7
10/18/2020 20:00,28,0,0,0,0,0,86,15,6.8
10/18/2020 21:00,27.6,0,0,0,0,0,90,40,5.5
10/18/2020 21:59,27.3,0,0,0,0,0,92,46,5.4
10/18/2020 23:00,27.1,0,0,0,0,0,94,46,3.9
10/19/2020,26.7,0,0,0,0,0,96,19,3.9
10/19/2020 0:59,26.7,0,0,0,0,0,96,24,3.8
10/19/2020 2:00,26.6,0,0,0,0,0,96,48,3.3
10/19/2020 3:00,26.5,0,0,0,0,0,96,61,3.8
10/19/2020 3:59,26.5,0,0,0,0,0,94,89,1.1
10/19/2020 5:00,25.1,0,0,0,0,0,95,97,7.7
10/19/2020 6:00,26.2,0,0,0,0,0,97,94,3.1
10/19/2020 6:59,27.3,44,18,26,134,55.4,92,21,2.5
10/19/2020 8:00,28.4,189,103,86,314.2,221.4,87,12,1.4
10/19/2020 9:00,29.6,381,250,131,479.2,440.3,84,41,1.3
10/19/2020 9:59,30.5,507,361,146,534.6,581.9,81,42,0.8
10/19/2020 11:00,31.3,594,411,183,528.4,672.7,78,41,0.5
10/19/2020 12:00,31.8,617,401,216,487.6,690.5,76,43,2.2
