time,temperature_2m (°C),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),relative_humidity_2m (%),cloud_cover (%),wind_speed_10m (km/h)
2/3/2024 20:00,16.8,0,0,0,0,0,66,0,8
2/3/2024 21:00,16.1,0,0,0,0,0,69,0,7.1
2/3/2024 21:59,14.9,0,0,0,0,0,75,0,8.2
2/3/2024 23:00,14.5,0,0,0,0,0,77,0,7
2/4/2024,13.8,0,0,0,0,0,82,0,7.2
2/4/2024 0:59,13.3,0,0,0,0,0,85,0,7
2/4/2024 2:00,13,0,0,0,0,0,89,0,5.6
2/4/2024 3:00,12.3,0,0,0,0,0,93,0,7.2
2/4/2024 3:59,11.8,0,0,0,0,0,93,0,7.9
2/4/2024 5:00,11.6,0,0,0,0,0,93,0,8.3
2/4/2024 6:00,11.6,0,0,0,0,0,92,0,8.4
2/4/2024 6:59,12.7,3,0,3,0,2.9,92,0,6.4
2/4/2024 8:00,15.6,92,40,52,231.9,123.7,81,0,4.6
2/4/2024 9:00,18.7,269,167,102,444,339,72,0,2.6
2/4/2024 9:59,21.2,449,319,130,583.9,551.6,63,0,2.5
2/4/2024 11:00,23.1,590,442,148,658.2,714.3,58,0,4
2/4/2024 12:00,24.4,673,516,157,694.4,809.5,51,0,4
2/4/2024 12:59,25.2,689,531,158,702.2,828,43,0,6.9
2/4/2024 14:00,25.5,633,480,153,676.1,763.3,41,0,8
2/4/2024 15:00,25.3,514,374,140,615.7,625.8,42,0,9
2/4/2024 15:59,24.7,348,232,116,509.1,432.2,44,0,8.3
2/4/2024 17:00,22.8,163,85,78,320.6,209.4,66,0,4.7
2/4/2024 18:00,19.7,24,7,17,67.9,32.6,70,3,8.4
2/4/2024 18:59,18.6,0,0,0,0,0,70,0,7.4
2/4/2024 20:00,17.6,0,0,0,0,0,73,1,7.9
2/4/2024 21:00,17.2,0,0,0,0,0,74,11,7.3
2/4/2024 21:59,19,0,0,0,0,0,63,0,3.4
2/4/2024 23:00,18.4,0,0,0,0,0,65,0,1.3
2/5/2024,17.8,0,0,0,0,0,67,2,1.1
2/5/2024 0:59,15.8,0,0,0,0,0,77,5,1.8
2/5/2024 2:00,14.5,0,0,0,0,0,84,7,4
2/5/2024 3:00,13.8,0,0,0,0,0,89,24,5.4
2/5/2024 3:59,13.4,0,0,0,0,0,90,54,4.4
2/5/2024 5:00,13.3,0,0,0,0,0,90,66,4.8
2/5/2024 6:00,13.7,0,0,0,0,0,88,35,4.8
2/5/2024 6:59,14.5,3,0,3,0,2.9,84,26,5.4
2/5/2024 8:00,16.8,81,26,55,148.9,100.3,77,84,7.2
2/5/2024 9:00,19.3,177,63,114,166.4,200.3,72,1,4.1
2/5/2024 9:59,22.5,440,305,135,555.4,536.1,59,1,5.8
2/5/2024 11:00,24.3,580,426,154,631.5,697.7,52,24,6.3
2/5/2024 12:00,25.2,653,480,173,643.1,777.3,49,9,7.6
2/5/2024 12:59,25.7,664,488,176,642.5,788.9,47,5,7
2/5/2024 14:00,25.9,613,444,169,622.5,730.8,46,2,8.2
2/5/2024 15:00,25.8,508,364,144,596,614.8,48,2,8.8
2/5/2024 15:59,25.3,343,224,119,488.1,422.6,51,9,8.1
2/5/2024 17:00,23.8,157,77,80,287.2,197.7,63,1,4.9
2/5/2024 18:00,21.1,24,6,18,57.4,31.1,71,0,7.9
2/5/2024 18:59,19.5,0,0,0,0,0,73,6,7.9
2/5/2024 20:00,20.6,0,0,0,0,0,65,3,5.6
2/5/2024 21:00,18.2,0,0,0,0,0,77,5,7.9
2/5/2024 21:59,17.3,0,0,0,0,0,84,1,8.4
2/5/2024 23:00,16.7,0,0,0,0,0,88,4,5.8
2/6/2024,16.4,0,0,0,0,0,90,4,5.6
2/6/2024 0:59,16.1,0,0,0,0,0,91,17,5.5
2/6/2024 2:00,16.4,0,0,0,0,0,89,30,5.8
2/6/2024 3:00,16.2,0,0,0,0,0,89,27,5.4
2/6/2024 3:59,15.5,0,0,0,0,0,93,31,7.1
2/6/2024 5:00,15.4,0,0,0,0,0,92,33,5.8
2/6/2024 6:00,15.6,0,0,0,0,0,91,28,4.7
2/6/2024 6:59,17.4,3,0,3,0,2.9,82,26,3.6
2/6/2024 8:00,18.6,84,29,55,164,105.1,81,25,2.8
2/6/2024 9:00,20.8,235,120,115,314.8,281.9,75,41,1.8
2/6/2024 9:59,21.6,365,204,161,369.5,425.8,74,86,9
2/6/2024 11:00,21.9,316,116,200,171.2,342.1,74,59,4.9
2/6/2024 12:00,23.1,436,244,192,325.5,494.7,68,48,3.9
2/6/2024 12:59,24.2,565,343,222,449.6,648.1,63,36,4.3
2/6/2024 14:00,25.1,569,367,202,512.1,662.8,61,63,7.2
2/6/2024 15:00,24.5,291,104,187,169.4,316,64,15,7.1
2/6/2024 15:59,24.7,290,146,144,316,338.6,64,17,9.5
2/6/2024 17:00,23.9,148,66,82,243.6,181.5,69,1,7.2
2/6/2024 18:00,21.5,25,6,19,56.6,31.8,79,1,6.3
2/6/2024 18:59,20.3,0,0,0,0,0,86,3,6.6
2/6/2024 20:00,19.6,0,0,0,0,0,89,3,7.6
2/6/2024 21:00,18.7,0,0,0,0,0,92,0,8.3
2/6/2024 21:59,18.4,0,0,0,0,0,93,4,7.2
2/6/2024 23:00,18.3,0,0,0,0,0,94,5,6
2/7/2024,18.1,0,0,0,0,0,96,7,5.7
2/7/2024 0:59,17.9,0,0,0,0,0,97,17,5.7
2/7/2024 2:00,18.2,0,0,0,0,0,97,100,7.6
2/7/2024 3:00,18.5,0,0,0,0,0,96,71,10.4
2/7/2024 3:59,18.4,0,0,0,0,0,93,41,10.5
2/7/2024 5:00,18.2,0,0,0,0,0,87,54,8.2
2/7/2024 6:00,16.9,0,0,0,0,0,90,30,5.7
2/7/2024 6:59,17.2,4,0,4,0,3.9,90,25,5.6
2/7/2024 8:00,19.1,73,19,54,106.1,85.8,83,88,7.1
2/7/2024 9:00,20.6,215,83,132,216.2,244.9,70,30,8.6
2/7/2024 9:59,21.6,350,138,212,248.7,386.8,61,1,9.5
2/7/2024 11:00,22.6,540,341,199,500.8,628.7,57,0,8.8
2/7/2024 12:00,23.6,690,530,160,703.8,824.3,52,0,9.3
2/7/2024 12:59,24.2,711,550,161,717.6,849,48,0,11.4
2/7/2024 14:00,24.4,660,507,153,704,791.9,46,0,12
2/7/2024 15:00,24.5,543,404,139,654.3,658.4,43,0,11.9
2/7/2024 15:59,24,371,255,116,548.1,458.8,43,0,10.8
2/7/2024 17:00,22.2,179,100,79,365.1,230,52,2,6.1
2/7/2024 18:00,19.3,29,10,19,93.1,40.4,53,4,8
2/7/2024 18:59,17.9,0,0,0,0,0,62,0,7.4
2/7/2024 20:00,16.7,0,0,0,0,0,64,11,8
2/7/2024 21:00,15.6,0,0,0,0,0,68,0,10.5
2/7/2024 21:59,15.4,0,0,0,0,0,69,0,9.5
2/7/2024 23:00,14.5,0,0,0,0,0,74,0,8.6
2/8/2024,14,0,0,0,0,0,80,0,6.9
2/8/2024 0:59,12.9,0,0,0,0,0,87,2,7.6
2/8/2024 2:00,12.7,0,0,0,0,0,87,0,5.8
2/8/2024 3:00,13.9,0,0,0,0,0,80,0,2.9
2/8/2024 3:59,13.7,0,0,0,0,0,81,0,0.8
2/8/2024 5:00,12.6,0,0,0,0,0,86,0,3.5
2/8/2024 6:00,11,0,0,0,0,0,93,0,6.5
2/8/2024 6:59,14.4,4,0,4,0,3.9,79,0,2.1
2/8/2024 8:00,15.6,101,46,55,253.4,133.6,78,0,4.5
2/8/2024 9:00,18.2,288,186,102,481.1,360.3,70,6,4.3
2/8/2024 9:59,20.3,473,341,132,611.1,575.7,59,43,6.2
2/8/2024 11:00,21.6,622,472,150,689.9,747.1,49,84,8.5
2/8/2024 12:00,22.3,709,548,161,724.4,845.9,44,74,9.3
2/8/2024 12:59,22.9,725,563,162,731.3,864.2,40,45,10
2/8/2024 14:00,23.1,672,519,153,717.2,805,38,13,9.7
2/8/2024 15:00,23.1,551,412,139,663.7,666.8,38,74,9.3
2/8/2024 15:59,22.7,375,256,119,546.6,461.3,41,6,8.1
2/8/2024 17:00,21.1,180,97,83,350.5,228,62,39,4
2/8/2024 18:00,21,30,9,21,82.7,39.8,49,43,5.8
2/8/2024 18:59,18.2,0,0,0,0,0,61,56,4.7
2/8/2024 20:00,16.6,0,0,0,0,0,67,68,5.1
2/8/2024 21:00,15.7,0,0,0,0,0,70,94,6.2
2/8/2024 21:59,16.6,0,0,0,0,0,65,82,4.9
2/8/2024 23:00,14.9,0,0,0,0,0,73,92,5.6
2/9/2024,13.5,0,0,0,0,0,80,100,7.8
2/9/2024 0:59,13.6,0,0,0,0,0,80,45,6.2
2/9/2024 2:00,13.2,0,0,0,0,0,82,84,6.1
2/9/2024 3:00,12.7,0,0,0,0,0,85,53,6.5
2/9/2024 3:59,11.9,0,0,0,0,0,89,0,6.2
2/9/2024 5:00,11.4,0,0,0,0,0,90,0,5.8
2/9/2024 6:00,10.8,0,0,0,0,0,92,0,6.2
2/9/2024 6:59,11.5,4,1,3,16.8,5.9,90,0,6.5
2/9/2024 8:00,14.3,106,49,57,266.3,139.7,79,0,7.9
2/9/2024 9:00,17.4,296,191,105,490.5,368.6,68,0,7.1
2/9/2024 9:59,19.7,486,353,133,629.1,590.5,57,0,7.6
2/9/2024 11:00,21.2,633,482,151,701.1,758.8,52,0,6.6
2/9/2024 12:00,22.1,719,559,160,735.6,856.7,50,0,6.2
2/9/2024 12:59,22.9,735,573,162,740.9,874.6,47,0,5.8
2/9/2024 14:00,23.3,677,521,156,716.5,808.3,46,0,5.8
2/9/2024 15:00,23.4,552,409,143,655.3,664.8,46,0,6.5
2/9/2024 15:59,23,378,258,120,547.1,463.2,47,0,6.8
2/9/2024 17:00,21.6,184,101,83,361.1,232.8,60,0,4.1
2/9/2024 18:00,19,31,10,21,90.7,41.6,66,0,6.8
2/9/2024 18:59,17.4,0,0,0,0,0,69,0,6.8
2/9/2024 20:00,16.8,0,0,0,0,0,68,0,7.7
2/9/2024 21:00,15.6,0,0,0,0,0,72,0,6.6
2/9/2024 21:59,14.6,0,0,0,0,0,77,0,6.8
2/9/2024 23:00,14.2,0,0,0,0,0,79,0,6.9
2/10/2024,14.3,0,0,0,0,0,80,0,7.7
2/10/2024 0:59,14.1,0,0,0,0,0,81,0,8.2
2/10/2024 2:00,13.9,0,0,0,0,0,81,0,8.7
2/10/2024 3:00,13.7,0,0,0,0,0,82,0,9.4
2/10/2024 3:59,13.5,0,0,0,0,0,83,0,9.3
2/10/2024 5:00,13.2,0,0,0,0,0,86,0,8.6
2/10/2024 6:00,12.7,0,0,0,0,0,89,0,7.3
2/10/2024 6:59,13.5,5,1,4,16.4,6.8,89,0,7.9
2/10/2024 8:00,15.7,102,45,57,241.2,131.8,81,0,7.3
2/10/2024 9:00,18.3,286,178,108,453.8,351.8,72,0,7.4
2/10/2024 9:59,20.9,471,335,136,593.7,568,65,0,9.2
2/10/2024 11:00,23.2,619,466,153,674.5,738.3,57,0,11.2
2/10/2024 12:00,24.6,707,545,162,713.9,838.9,50,0,12.3
2/10/2024 12:59,25.4,724,561,163,722,858.4,46,0,12.2
2/10/2024 14:00,25.7,669,512,157,700.8,795.9,45,0,12.5
2/10/2024 15:00,25.6,548,405,143,645.4,657.6,44,0,12.5
2/10/2024 15:59,25.1,377,257,120,541.4,460.1,45,0,12.2
2/10/2024 17:00,23.6,184,101,83,357.5,231.5,53,0,7.3
2/10/2024 18:00,19.8,32,10,22,89.6,42.2,69,0,8.9
2/10/2024 18:59,19.2,0,0,0,0,0,68,0,7.3
2/10/2024 20:00,18.4,0,0,0,0,0,71,0,7.6
2/10/2024 21:00,17.8,0,0,0,0,0,73,0,7.8
2/10/2024 21:59,17.2,0,0,0,0,0,75,0,8.1
2/10/2024 23:00,16.6,0,0,0,0,0,77,0,8.2
2/11/2024,16,0,0,0,0,0,79,0,7.7
2/11/2024 0:59,15.4,0,0,0,0,0,82,0,7.7
2/11/2024 2:00,15,0,0,0,0,0,83,0,7.5
2/11/2024 3:00,14.5,0,0,0,0,0,85,0,7.4
2/11/2024 3:59,14,0,0,0,0,0,87,0,7.1
2/11/2024 5:00,13.7,0,0,0,0,0,88,0,7.9
2/11/2024 6:00,13.5,0,0,0,0,0,88,0,8
2/11/2024 6:59,14.3,5,1,4,16.1,6.7,88,0,7.3
2/11/2024 8:00,16.6,105,47,58,248.4,135.2,80,0,7.4
2/11/2024 9:00,19.3,290,183,107,463,356.3,71,0,6.1
2/11/2024 9:59,22.1,477,341,136,600.9,574,63,1,6.9
2/11/2024 11:00,24.4,622,467,155,672.6,739.5,54,0,8.9
2/11/2024 12:00,25.8,710,548,162,714.5,840.5,47,3,10.1
2/11/2024 12:59,26.6,725,562,163,720,857.5,44,11,10
2/11/2024 14:00,26.9,669,509,160,693.3,792.9,42,0,10
2/11/2024 15:00,26.9,551,409,142,648.3,659.8,42,0,10.1
2/11/2024 15:59,26.3,379,258,121,539.9,460.7,43,0,10.4
2/11/2024 17:00,24.7,186,103,83,360.9,233.2,53,0,6
2/11/2024 18:00,20.6,33,11,22,97.3,44,67,0,9.3
2/11/2024 18:59,19.5,0,0,0,0,0,69,16,8.5
2/11/2024 20:00,18.3,0,0,0,0,0,75,46,9.2
2/11/2024 21:00,17.7,0,0,0,0,0,77,100,8.4
2/11/2024 21:59,17,0,0,0,0,0,79,52,9.5
2/11/2024 23:00,17.1,0,0,0,0,0,75,100,7.1
2/12/2024,16.1,0,0,0,0,0,78,96,7.7
2/12/2024 0:59,15.5,0,0,0,0,0,80,100,7.6
2/12/2024 2:00,15.4,0,0,0,0,0,81,100,6.4
2/12/2024 3:00,15.2,0,0,0,0,0,81,98,7.6
2/12/2024 3:59,14.4,0,0,0,0,0,84,99,6.6
2/12/2024 5:00,14,0,0,0,0,0,85,100,6.6
2/12/2024 6:00,13.6,0,0,0,0,0,87,100,6.9
2/12/2024 6:59,14.7,5,1,4,15.8,6.7,87,89,6.6
2/12/2024 8:00,17.6,104,41,63,213.6,129,76,98,9
2/12/2024 9:00,20.7,270,138,132,346.5,317,67,96,6.6
2/12/2024 9:59,23.3,443,259,184,453.8,512.4,58,92,7.3
